Sentence,Type,Terjemahan
Close your eyes and try to imagine those Belgian choccies are Cadbury's finest.,Kinesthetic,Pejamkan mata Anda dan coba bayangkan coklat Belgia itu adalah yang terbaik dari Cadbury.
The Environment Agency said that two flood basins had been opened this morning to try to avert flooding problems.,Kinesthetic,Badan Lingkungan Hidup mengatakan dua cekungan banjir telah dibuka pagi ini untuk menghindari masalah banjir.
"No doubt there will be members who will speak with forked tongue, and who will deliberately try to misconstrue that.",Kinesthetic,"Tidak diragukan lagi akan ada anggota yang berbicara dengan lidah bercabang, dan dengan sengaja mencoba salah menafsirkannya."
"Some guys try to race you side by side for three or four laps, and they end up racing you for sixth place.",Kinesthetic,"Beberapa orang mencoba membalap Anda secara berdampingan selama tiga atau empat putaran, dan mereka akhirnya membalap Anda untuk posisi keenam."
You never know what you can achieve if you don't give it a try and I don't want to limit my horizons.,Kinesthetic,Anda tidak pernah tahu apa yang bisa Anda capai jika Anda tidak mencobanya dan saya tidak ingin membatasi wawasan saya.
"If you find it difficult to get this much calcium from your diet, try calcium supplements.",Kinesthetic,"Jika Anda merasa sulit mendapatkan kalsium sebanyak itu dari makanan Anda, cobalah suplemen kalsium."
"But I don't think Veronica meant any harm by it, and it was nice of her to try.",Kinesthetic,"Tapi menurutku Veronica tidak bermaksud jahat, dan dia senang mencobanya."
"Well, the plan at this point is to try to do some writing tonight, and barring that, tomorrow afternoon.",Kinesthetic,"Nah, rencananya saat ini adalah mencoba menulis malam ini, dan jika tidak, besok siang."
"She decided to try the strawberry sorbet, and I chose the double chocolate chip cookie dough ice cream.",Kinesthetic,"Dia memutuskan untuk mencoba sorbet stroberi, dan saya memilih es krim adonan kue keping coklat ganda."
You can try adding the medicine to a small amount of food and giving it to your cat before her regular meal.,Kinesthetic,Anda dapat mencoba menambahkan obat ke dalam sedikit makanan dan memberikannya kepada kucing Anda sebelum makan biasanya.
"Style is not necessarily synonymous with formal, making it possible for you to give casual shoes like thongs, slides and sneakers a try.",Kinesthetic,"Gaya belum tentu identik dengan formal, sehingga memungkinkan Anda untuk mencoba sepatu kasual seperti thongs, slides, dan sneakers."
We're going through the motions right now of just getting agreements to try to see eye to eye on these very essential practical arrangements.,Kinesthetic,Saat ini kami sedang melakukan upaya untuk mendapatkan kesepakatan guna mencoba melihat secara langsung pengaturan praktis yang sangat penting ini.
"Trimble, who said he felt euphoric after the result, vowed to try to persuade all sections of the party to support him.",Kinesthetic,"Trimble, yang mengaku merasa gembira setelah hasil pemilu tersebut, berjanji akan mencoba membujuk seluruh lapisan partai untuk mendukungnya."
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
"But on the few occasions when I've had the privilege of being out in the field with him, I try to bash his head in because we're competitive.",Kinesthetic,"Namun pada beberapa kesempatan ketika saya mendapat kehormatan berada di lapangan bersamanya, saya mencoba untuk memukul kepalanya karena kami kompetitif."
"That simple task wasn't easy, with his vision coming and going, but he finally managed a secure seal after the third try.",Kinesthetic,"Tugas sederhana itu tidak mudah, dengan visinya yang datang dan pergi, tapi dia akhirnya berhasil menyegel dengan aman setelah percobaan ketiga."
"Instead, try short angled casts along the near bank, lengthening each cast to thoroughly search the margins.",Kinesthetic,"Sebagai gantinya, cobalah gips bersudut pendek di sepanjang tepian sungai, perpanjang setiap gips untuk mencari margin secara menyeluruh."
"Of course, they look for information that they want to hear and they try to disprove or suppress information they don't want to hear.",Kinesthetic,"Tentu saja, mereka mencari informasi yang ingin mereka dengar dan berusaha menyangkal atau menyembunyikan informasi yang tidak ingin mereka dengar."
"If anyone has any information about these fires, or knows anyone involved please try to make them see sense.",Kinesthetic,"Jika ada yang punya informasi tentang kebakaran ini, atau mengetahui siapa pun yang terlibat, harap coba jelaskan."
He owed several thousand pounds and when he was told by friends that he could get a living in Spain he decided to give it a try.,Kinesthetic,"Dia berhutang beberapa ribu pound dan ketika dia diberitahu oleh teman-temannya bahwa dia bisa mencari nafkah di Spanyol, dia memutuskan untuk mencobanya."
"In our accelerated world of time, we seek desperately to harness whatever we can and try even harder to use it sedulously.",Kinesthetic,"Di dunia waktu yang semakin cepat, kita berusaha mati-matian untuk memanfaatkan apa pun yang kita bisa dan berusaha lebih keras lagi untuk menggunakannya dengan cara yang menggoda."
I made most of the phone calls to get people into the movie and didn't try to seduce anyone.,Kinesthetic,Saya melakukan sebagian besar panggilan telepon untuk mengajak orang menonton film dan tidak mencoba merayu siapa pun.
"It is frustration like not being able to thread a needle, no matter how hard you try.",Kinesthetic,"Rasa frustrasinya seperti tidak bisa memasang jarum, tidak peduli seberapa keras Anda mencoba."
It was Sederholm's task to try to elucidate the complex rocks of the Finnish Precambrian basement.,Kinesthetic,Adalah tugas Sederholm untuk mencoba menjelaskan batuan kompleks di ruang bawah tanah Prakambrium Finlandia.
This British crime drama tracks a group of young hoods who try to swindle local crime boss Dad Savage.,Kinesthetic,Drama kriminal Inggris ini melacak sekelompok pemuda yang mencoba menipu bos kejahatan lokal Dad Savage.
"To be able to surprise the U.S. military, they will try to learn more about it than the military knows about itself.",Kinesthetic,"Untuk dapat mengejutkan militer AS, mereka akan mencoba mempelajari lebih banyak tentang hal tersebut daripada yang diketahui oleh militer tentang dirinya sendiri."
An in-joke among regulars at his East 47th Street Factory was to try to get Andy to pan the camera.,Kinesthetic,Sebuah lelucon di antara pengunjung tetap di East 47th Street Factory miliknya adalah mencoba membuat Andy menggeser kamera.
"He was not able to obtain such a pure culture, but did try to infect animals with choleraic material.",Kinesthetic,"Dia tidak dapat memperoleh budaya murni tersebut, tetapi mencoba menginfeksi hewan dengan bahan kolera."
Whatever is done we will try to ensure that the site blends in with its surroundings.,Kinesthetic,"Apa pun yang dilakukan, kami akan berusaha memastikan bahwa situs tersebut menyatu dengan lingkungan sekitarnya."
"Simply put, there is little in these songs which makes them seem anything more than a pale imitation of the styles they try to emulate.",Kinesthetic,"Sederhananya, ada sedikit hal dalam lagu-lagu ini yang membuat mereka tampak lebih dari sekedar tiruan gaya yang mereka coba tiru."
"In 1908, the cave company decided to employ some surveyors to try and find a new entrance.",Kinesthetic,"Pada tahun 1908, perusahaan gua memutuskan untuk mempekerjakan beberapa surveyor untuk mencoba menemukan pintu masuk baru."
And the politicians are going to try to raise money by pandering to these same players.,Kinesthetic,Dan para politisi akan mencoba mengumpulkan uang dengan menjadi kaki tangan para pemain tersebut.
She twisted around to try and see the damage he had done and was rewarded with a sharp pang of pain.,Kinesthetic,Dia berbalik untuk mencoba dan melihat kerusakan yang telah dia lakukan dan dihadiahi dengan rasa sakit yang tajam.
The country needs to work a lot harder to try to find ways to live sustainably with its own land.,Kinesthetic,Negara ini perlu bekerja lebih keras untuk mencoba menemukan cara hidup berkelanjutan dengan tanahnya sendiri.
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
He's using all his techniques to try to engage this slightly horsey gorgeous girl but she is steadfastly refusing to acknowledge him.,Kinesthetic,"Dia menggunakan semua tekniknya untuk mencoba melibatkan gadis cantik yang sedikit nakal ini, tetapi dia dengan tegas menolak untuk mengakuinya."
Do not now try to insult me further by attempting to hoodwink me with any further false promises.,Kinesthetic,Jangan sekarang mencoba menghina saya lebih jauh dengan mencoba menipu saya dengan janji-janji palsu lebih lanjut.
"You can use cracker crumbs, bread crumbs, or panko, but Doyle is going to try ground-up Triscuits, which are made from whole wheat flour.",Kinesthetic,"Anda bisa menggunakan remah kerupuk, remah roti, atau panko, tetapi Doyle akan mencoba Triscuit yang digiling, yang terbuat dari tepung gandum utuh."
At least it's right manly of you to help try to swab up the vomit all these watery sea-sickening miles later.,Kinesthetic,Setidaknya Anda adalah pihak yang tepat untuk membantu mencoba menyeka muntahan bermil-mil jauhnya yang memuakkan di laut ini.
"I hold him and try to hug him and remember how the nurses swaddled him tightly when he was born, bound him so he would feel secure.",Kinesthetic,"Saya menggendongnya dan mencoba memeluknya dan mengingat bagaimana para perawat membedongnya erat-erat ketika dia dilahirkan, mengikatnya agar dia merasa aman."
Do you think you can chisel me out of a fortune and then prance over here and try me on like a secondhand suit?,Kinesthetic,Apakah kamu pikir kamu bisa mendapatkan banyak uang dariku dan kemudian berjingkrak ke sini dan mencobaku seperti pakaian bekas?
"At the two minute mark, the first action scene begins as hoods try to carjack Will Smith's Porsche.",Kinesthetic,"Pada menit ke-2, adegan aksi pertama dimulai ketika seorang pria berkerudung mencoba membajak mobil Porsche milik Will Smith."
"Melissa and her friends try to distract her from this by means of chit-chat and gossip, and there is already plenty of the latter.",Kinesthetic,"Melissa dan teman-temannya mencoba mengalihkan perhatiannya dari hal ini melalui obrolan dan gosip, dan sudah banyak yang melakukan gosip."
"This time they swapped their preferred beauty parade for some concerted tight exchanges, of which Mealamu's try was the icing.",Kinesthetic,"Kali ini mereka menukar parade kecantikan pilihan mereka dengan beberapa pertukaran ketat yang terkoordinasi, dan percobaan Mealamu adalah puncaknya."
"If you're trying to keep a clear head, try the wonderful Italian coffee or creamy hot chocolate.",Kinesthetic,"Jika Anda ingin tetap berpikiran jernih, cobalah kopi Italia yang nikmat atau cokelat panas yang lembut."
"I'm not sure of his objections but I'm sure, if we try, we can reach agreement to our mutual satisfaction.",Kinesthetic,"Saya tidak yakin dengan keberatannya tapi saya yakin, jika kita mencoba, kita bisa mencapai kesepakatan yang bisa memuaskan kita bersama."
